Any;mes;dia;C_HORA_TRUCADA;D_COORD_GEO_IMPACTE
2013;3;18;99;32887240 82916094
2013;3;6;99;29722788 82891980
2013;8;15;99;29536547 83084139
2014;8;30;99;27968124 80464442
2013;12;19;99;31515261 83936489
2014;4;5;99;77
2014;9;7;99;77
2013;12;20;99;30152956 82705754
2014;9;19;99;77
2014;3;11;99;26565789 83847914
2014;6;2;99;77
2014;11;11;99;29478381 83715697
2014;1;3;99;29129858 83117430
2014;10;30;99;30989069 87467091
2014;10;31;99;31375785 81089107
2014;3;13;99;77
2014;12;28;99;28394220 80412172
2014;5;11;10,5;77
2013;7;11;99;31740252 83302703
2014;1;16;99;33650036 85756163
2013;4;13;99;29497420 83870451
2013;8;12;99;29649356 82976973
2013;1;31;99;28710370 87232257
2013;3;9;99;33532706 84342755
2013;3;6;99;77
2013;1;28;99;77
2013;2;27;99;29175499 82880612
2014;12;22;99;29075934 81653632
2014;1;13;99;425241.522, 4577863.182
2014;10;20;99;77
2013;3;27;99;426494.121, 4579561.555
2013;3;6;7;29833891 82409624
2014;10;15;99;28331913 80351325
2013;1;15;99;30756259 82388978
2013;7;6;99;77
2013;9;3;99;77
2014;6;4;99;77
2014;10;17;99;77
2014;8;15;99;31796484 84397626
2014;9;20;14,5;77
2014;5;15;99;30970089 82534439
2014;2;23;99;29248564 81250593
2014;2;1;99;29669059 82618120
2013;12;28;99;33378573 85851738
2014;12;6;99;33846946 86130472
2013;9;3;99;32177830 88627655
2013;6;25;99;32079222 86528789
2014;12;24;99;32966995 82231949
2014;2;19;99;29715615 81707384
2013;3;3;99;27824780 78627903
2014;6;10;99;427477.159, 4579589.012
2013;9;18;99;30919171 82402269
2014;2;7;99;32633221 86777440
2013;10;2;99;30279841 82137454
2014;2;12;99;77
2013;1;3;99;31517150 86114377
2014;9;24;99;77
2014;8;18;99;31181513 88030059
2014;11;6;8;31585713 83870825
2014;7;12;99;77
2014;4;29;99;32345962 82843944
2013;1;26;99;29141309 83101050
2013;6;22;99;25968583 83166592
2014;10;15;99;26995868 82784096
2014;1;31;99;33069712 84368572
2014;9;13;99;28661273 82250942
2014;5;7;99;29185464 84743118
2013;5;31;99;30256837 80853185
2013;12;9;99;77
2014;8;6;99;33530532 88863780
2013;4;5;99;77
2013;7;2;99;77
2013;2;29;99;28471463 85142806
2013;12;14;99;77
2013;9;27;99;32952421 85131920
2013;6;4;99;77
2013;6;14;22,05;32637662 88899445
2013;10;20;99;26802154 82341988
2013;10;5;99;29452872 78382235
2013;10;17;99;32138978 88523210
2013;3;6;99;27477648 80212105
2014;2;22;99;30687019 82858067
2013;12;30;99;30099591 81161230
2014;3;14;99;77
2014;8;17;99;425437.770, 4580140.362
2014;7;9;99;77
2013;4;27;99;33218007 84294497
2013;9;4;99;77
2013;7;15;99;30782303 83140120
2014;3;6;99;31355915 82674493
2013;10;24;99;32109508 83698482
2013;5;14;99;41.366817,2.015774
2014;5;11;99;29940844 84339347
2013;8;15;99;28134664 84382440
2014;12;20;23,15;29079076 82980304
2013;9;28;99;29566929 80941148
2013;5;27;99;30792254 82234192
2014;1;15;99;28541340 82938346
2013;3;9;99;77
2013;8;5;99;30130940 81319331
2013;1;28;99;30684414 80921088
2013;2;27;99;31638500 84356947
2014;12;1;99;77
2013;9;10;99;29820959 81806121
2014;10;13;99;77
2013;2;28;99;77
2013;9;16;99;77
2013;3;9;99;30879228 84731772
2014;8;28;99;425587.794, 4579031.563
2014;5;25;99;29800484 85335736
2014;5;3;99;29054957 84367143
2013;10;11;99;30398701 82768653
2014;6;8;99;77
2013;2;9;99;77
2014;9;15;99;31414130 87257713
2014;5;16;99;77
2013;10;21;99;77
2014;3;2;99;30396879 83150611
2014;11;17;99;33381574 85268863
2014;2;17;99;27521629 82553336
2013;8;25;99;32118166 85938975
2014;3;4;99;427091.718, 4579167.133
2013;6;5;99;425070.598, 4580294.937
2013;3;25;99;30150256 87070346
2014;5;16;99;33598268 83979346
2013;3;4;99;29800484 85335736
2013;1;16;99;77
2014;12;8;99;28608415 78067786
2013;2;29;99;77
2013;9;10;99;25542198 82393146
2014;1;20;99;25864772 82027497
2013;9;9;99;30890383 83426207
2013;3;17;99;31467291 84548727
2014;1;20;99;426626.302, 4581052.474
2013;5;30;99;30287840 82837353
2013;7;3;99;30766096 82771025
2013;1;16;99;28132112 82453264
2013;10;11;99;31827866 90281762
2013;5;1;99;426549.125, 4579792.942
2014;8;3;99;26805928 82326173
2014;11;13;99;32838875 88956971
2014;4;26;99;31774198 82039422
2014;9;3;99;77
2013;7;14;21,1;32190030 84194548
2013;8;13;19,4;77
2013;11;7;99;77
2014;7;23;99;30567649 82546617
2013;12;14;99;31347156 80978701
2013;9;8;99;30599372 84477371
2013;4;29;99;28551833 82661657
2013;3;7;99;27388431 83866128
2014;3;10;99;77
2014;9;17;99;28526687 82862757
2013;9;18;99;31156718 85924568
2013;2;18;8,3;77
2013;11;23;99;31384588 83100763
2014;9;4;99;77
2014;4;11;99;77
2014;8;6;99;29553081 81905369
2014;5;5;99;26127507 83969236
2013;9;23;99;33525086 84485053
2013;12;2;99;29460209 82412834
2014;6;8;99;77
2014;9;9;99;77
2014;6;3;99;29120207 84597637
2014;3;2;99;25893541 82044269
2014;8;15;99;26444393 83542166
2013;7;28;99;31272684 83017831
2013;3;29;99;30899979 88499602
2013;6;4;99;29497420 83870451
2014;8;21;99;27521629 82553336
2014;5;9;99;77
2013;3;25;99;77
2014;3;31;99;32492657 82917736
2014;1;16;99;27667134 85347883
2013;1;19;99;29310597 81785393
2013;12;10;99;28419642 83910888
2014;3;4;99;30056777 82429409
2014;6;22;99;77
2014;9;20;99;77
2013;9;22;99;32162479 85745121
2014;3;3;99;29081831 86656275
2013;6;20;17,45;29563691 80928571
2013;11;24;99;28148256 82798103
2014;3;22;99;27824011 83487118
2014;11;24;99;31678023 83961423
2013;9;7;99;77
2014;9;27;99;29639667 78494777
2014;7;19;99;29373656 81522729
2014;1;11;99;77
2013;4;2;99;31741469 83683479
2014;1;18;99;77
2013;1;13;99;31687695 81822304
2014;2;7;99;77
2013;2;3;99;77
2013;11;29;99;30812681 82982526
2013;11;22;99;30750778 83622330
2013;11;5;99;425513.454, 4579546.434
2013;12;27;99;77
2014;1;15;99;32496369 86525410
2014;8;7;99;31254191 83813627
2013;3;14;99;77
2013;8;19;99;29129937 83115605
2014;6;14;99;30207751 86073858
2014;9;19;99;32119223 84636462
2013;2;24;99;30885423 84578607
2013;6;29;99;28767794 87388327
2014;5;31;99;30916274 83459785
2013;4;26;99;77
2014;3;8;4,52;32670484 88373611
2013;7;7;99;29348462 81550193
2014;2;26;99;31560046 88825688
2014;4;5;99;31711870 81622660
2013;2;30;99;29389983 87973874
2013;5;16;99;77
2013;4;24;99;77
2013;12;17;99;32145435 84638418
2013;1;17;99;28269682 84216308
2013;1;26;99;29855404 82428406
2013;12;9;99;27751962 82543547
2013;11;7;99;26187215 84050903
2013;10;3;99;28667216 82384545
2014;5;13;99;28667149 78316303
2013;2;8;99;30116953 82493491
2013;11;29;99;29948301 82520899
2014;3;23;99;77
2013;1;10;99;77
2013;5;10;99;28169918 82819081
2014;3;18;99;29721083 86963010
2013;2;14;99;77
2014;1;23;99;77
2014;3;21;99;28210844 81943179
2014;1;23;99;29365039 87318934
2013;4;29;99;29733629 78585434
2014;10;31;99;77
2014;3;10;99;27961600 82054193
2014;3;19;99;27553224 82614575
2013;12;3;99;31338608 82164739
2014;5;13;99;33542822 88225539
2013;7;21;99;77
2014;10;29;99;33875659 85944774
2014;9;28;99;25438132 82437707
2013;5;26;99;28961479 82519184
2014;8;19;99;30595822 83524173
2013;9;4;99;28396129 86426668
2014;7;26;99;30595403 82537142
2013;6;24;99;32807781 89300071
2014;6;19;99;27863045 85384416
2013;6;11;99;25184395 82072895
2013;11;12;99;26739099 82007427
2014;3;9;99;32694721 84623550
2013;4;16;99;33131582 88419153
2014;5;16;99;29391967 87738179
2014;4;26;99;32322844 89280120
2013;4;15;99;29262066 81252898
2013;3;21;99;77
2014;9;23;99;33131582 88419153
2013;8;17;99;31795606 81747666
2013;8;20;99;30091406 84176487
2013;11;31;6,2;32117059 84630755
2013;4;18;99;30817785 81840096
2014;2;17;99;30711431 79706474
2013;12;1;99;29649022 81814990
2014;1;18;99;28562633 80438347
2013;2;30;99;77
2013;2;5;99;424961.098, 4580532.220
2014;8;13;99;29141822 81189664
2013;9;6;99;29053926 82433525
2014;9;29;99;30553888 82322941
2013;10;24;99;27984715 78440675
2014;3;10;99;77
2013;3;5;99;77
2013;1;21;99;30619342 83179908
2013;6;21;99;31222095 86354008
2014;7;19;99;33877881 83546872
2014;7;18;99;27102799 82424375
2013;7;28;99;27192459 80876720
2013;7;27;99;77
2014;8;9;99;28741972 87324497
2014;8;3;99;32891985 89410383
2014;12;21;99;31624475 83569290
2013;11;30;12,12;32296445 88516419
2013;2;7;99;77
2014;9;30;99;77
2014;5;19;99;30723108 82354167
2013;6;19;99;33634005 83266095
2013;10;29;99;31774868 81721133
2013;4;17;99;29066796 86229511
2013;3;23;99;77
2014;11;23;99;77
2014;12;20;99;77
2014;9;24;99;31059541 83026723
2014;2;8;99;32868501 82358118
2013;9;2;99;26302634 84207941
2013;10;4;99;26054817 76034447
2013;12;6;99;28767794 87388327
2014;4;10;99;28885406 84566980
2013;1;7;99;31912959 84245790
2013;1;23;99;29447158 82212212
2013;1;26;99;26902606 83905865
2013;5;26;99;30126178 81342813
2013;6;14;99;28832011 83753192
2014;12;2;99;77
2013;5;14;99;33267142 85396052
2013;1;23;99;27628166 82642939
2013;8;5;99;426415.103, 4579725.028
2013;12;14;99;31068743 80594944
2014;5;21;99;31014385 80290868
2013;4;3;99;29363683 81934332
2013;7;22;99;27189518 81764958
2013;2;7;99;28843471 83021027
2013;1;17;99;28405666 80976062
2013;2;25;99;29485748 84770723
2014;2;27;99;30100219 81740111
2013;12;11;99;30413494 83338291
2013;4;8;99;425232.643, 4581316.785
2013;10;31;99;77
2014;6;19;99;77
2014;8;17;99;77
2014;8;21;99;29445702 86613948
2013;6;29;99;29825961 87841356
2013;9;16;99;29472226 82047497
2014;3;7;99;29940432 84339010
2013;5;4;99;29784320 82442388
2014;2;4;99;29090322 87843357
2014;4;5;99;30487840 82876391
2013;8;19;99;27782180 83080556
2014;6;11;99;77
2014;5;23;1,25;77
2013;7;1;99;30042853 81066430
2013;2;18;99;30240405 81215499
2014;5;25;99;33077790 85553946
2014;1;10;99;77
2013;4;24;99;28033123 84042785
2014;9;3;99;27595658 80293632
2014;8;13;99;30818790 81168644
2014;4;15;99;77
2013;1;18;99;31157254 84448238
2013;3;6;99;32793344 88963176
2013;7;8;99;33615816 88763149
2013;10;18;99;31093146 84944131
2014;12;16;99;30056159 82613750
2014;12;18;99;32923392 84630199
2014;8;27;99;31485099 81268304
2013;9;22;99;27988801 83876683
2014;10;5;99;29699100 86641764
2013;12;1;99;27713180 85334477
2014;9;7;99;77
2013;12;12;99;31857148 84385164
2013;8;14;99;28455114 85363713
2013;1;3;99;30972311 83528585
2013;10;30;99;31446211 88771619
2014;10;31;99;426834.639, 4579142.457
2013;4;5;99;77
2013;11;3;99;28369645 78904751
2014;12;26;99;29945176 84590593
2014;12;8;99;29363102 82502840
2013;10;19;99;77
2013;9;3;99;32880551 89362880
2014;1;11;99;77
2014;12;8;99;77
2014;7;3;99;30597710 83523928
2013;6;27;99;27797257 83953701
2014;7;9;99;30714191 88432313
2013;9;28;99;426015.040, 4580329.464
2013;8;28;99;28005668 82725633
2014;9;13;99;30785487 83142333
2013;6;3;99;77
2014;10;18;99;77
2014;9;1;99;32952421 85131920
2013;9;12;99;31380283 84853444
2013;9;26;99;77
2014;6;25;99;77
2013;5;2;99;31355197 86853239
2013;11;15;99;28514385 82654838
2013;5;30;99;31071437 82546117
2014;2;6;99;77
2014;10;21;99;30103875 83792822
2014;9;4;99;31482093 84005358
2013;11;29;99;29851664 88108587
2014;12;13;99;31102012 87969960
2014;4;20;99;30855693 84154151
2013;6;10;99;31365841 83311508
2014;2;6;99;27033861 75633914
2014;9;3;99;32165599 89483490
2014;10;12;14,3;77
2014;9;28;99;30136533 80922355
2014;5;20;99;77
2014;4;30;99;32137153 85629874
2013;5;5;99;77
2013;7;14;99;30985199 80889578
2014;3;4;99;31720518 81617096
2013;5;23;99;77
2014;10;11;99;41.3725642, 2.1199354
2013;10;6;99;77
2014;8;7;99;31373397 81966294
2013;5;19;99;77
2014;1;27;99;26548941 84403377
2014;8;28;99;26230316 82150994
2013;8;22;99;33214973 84861276
2014;4;29;99;27992346 85477395
2013;12;7;99;27197216 84128089
2013;12;17;99;26721973 77060370
2013;10;22;99;27571860 82572780
2014;10;16;99;31625573 83630841
2013;5;22;99;30225259 81227233
2013;12;18;99;33853282 86316561
2014;1;19;99;29162377 85953783
2013;7;14;99;77
2014;1;2;99;30862952 83634790
2013;2;7;99;32035805 84353600
2014;1;19;99;77
2014;6;27;99;77
2014;9;13;99;77
2013;8;23;99;77
2014;9;17;99;77
2013;10;21;99;77
2014;6;23;99;33479385 85956003
2013;5;31;99;77
2014;5;18;99;77
2013;3;14;99;32891930 83860959
2013;11;29;99;427060.909, 4580616.749
2014;4;5;99;30452838 80456099
2013;1;7;99;28419349 83909226
2014;1;29;99;31509610 83849619
2014;7;24;99;31886023 87409226
2014;12;5;99;28914965 82811897
2013;9;30;99;29559231 83065564
2013;2;3;99;77
2013;2;22;99;77
2014;4;13;99;77
2013;3;28;99;28397093 85484939
2013;4;3;99;32021873 83026860
2013;3;20;99;77
2014;11;30;99;28731171 80964418
2014;4;17;99;77
2013;4;21;99;26865780 76846761
2013;12;14;99;77
2014;11;24;99;28556580 86774372
2014;3;7;99;77
2013;8;4;99;29037270 81041753
2014;6;24;99;30408896 83715111
2013;7;26;99;31646900 83802954
2013;12;30;99;33670310 88674109
2013;11;25;99;30679381 83596797
2013;10;22;99;26863553 83705136
2014;11;29;99;29482439 82050434
2014;7;19;99;32214500 84176417
2014;9;25;99;77
2014;11;3;99;31841631 85499207
2013;5;28;99;28499413 82032143
2013;11;11;99;28028690 84508601
2013;12;22;99;32986997 83940355
2013;11;10;99;31020017 86898115
2013;8;29;99;32265002 83801587
2013;1;18;99;32190908 84187320
2014;5;18;99;77
2013;8;21;99;29638888 81235233
2013;9;16;10,3;29776034 83401518
2013;11;21;99;28107489 80983635
2013;7;29;99;28608650 81929580
2014;2;23;15;31248638 83209327
2014;1;20;99;30368609 82220782
2014;1;30;99;77
2013;12;18;99;31810164 83638612
2014;5;2;99;33566409 86037108
2013;8;2;99;28082943 82301711
2014;9;29;99;27081139 83188015
2014;2;21;99;27854480 81013534
2013;10;26;99;30929996 83463159
2013;9;17;99;77
2013;4;22;99;28242246 80263396
2014;4;15;99;31884939 86972343
2014;7;30;99;35066999 84888043
2014;4;25;99;28904762 80976746
2013;12;24;99;30791870 79867182
2014;8;21;99;30708021 82651784
2013;3;31;10,3;77
2014;8;31;99;28085257 80079040
2013;9;15;99;77
2014;11;12;99;26001412 76781612
2014;4;16;99;32989074 83006280
2014;11;20;99;77
2013;9;16;99;77
2013;12;22;99;77
2014;10;23;99;27234432 85048059
2013;1;28;99;77
2014;5;31;99;31134303 88653712
2013;6;20;99;30791510 82554868
2014;7;15;99;28854954 82564236
2014;10;26;99;29415576 82059574
2013;9;13;99;77
2013;4;27;99;30643501 82096537
2014;10;16;99;28979909 81921807
2014;9;3;99;77
2014;4;24;99;28448149 82839853
2014;11;21;99;77
2014;1;26;99;26916121 81354714
2013;7;11;99;30717809 84579232
2013;10;20;8,48;29592882 86216358
2013;9;26;99;31474422 83417973
2014;3;8;99;31983449 84648578
2013;1;12;99;26866079 81496361
2014;3;19;99;31747358 84646829
2014;11;17;99;31147283 83916025
2013;7;1;99;29061705 82404397
2014;5;14;99;27707525 85384399
2013;4;23;99;34054812 85942522
2014;6;23;99;30299241 82667106
2014;9;22;99;77
2013;5;10;99;30235552 82418206
2013;10;23;99;427120.494, 4579104.185
2014;10;24;99;77
2014;12;30;99;30770609 82774389
2014;2;25;99;32052989 83385665
2014;1;14;99;29964744 83280245
2013;1;17;99;30455719 82131750
2013;8;14;99;77
2014;11;11;99;28494936 85015876
2014;2;19;99;26527538 83308850
2013;2;17;99;32207012 88168463
2014;11;19;99;77
2013;5;14;99;27984270 85728499
2014;11;22;99;427477.159, 4579589.012
2014;7;28;99;30689362 82665651
2014;6;28;99;30706917 82652505
2013;1;14;99;77
2014;11;5;99;31662128 84557723
2013;6;27;99;32138183 81744558
2013;12;14;99;77
2013;11;28;99;30141725 82092212
2013;12;26;99;31260998 83611782
2013;12;23;99;77
2013;11;11;99;425155.649, 4578308.273
2014;12;31;99;27650644 78509919
2013;10;15;99;77
2013;1;14;99;27072906 82412368
2014;12;1;99;32308779 89216508
2014;7;10;99;30122813 80922493
2013;9;10;99;30997398 83300430
2013;7;18;99;25643073 82409957
2013;6;16;99;28861225 83012525
2013;1;28;99;31027043 87537879
2013;5;21;99;26246379 83627682
2013;8;4;99;27065712 82409960
2014;2;1;99;77
2013;8;24;3,53;77
2013;1;4;99;26817566 82722206
2014;7;13;99;29312823 83159828
2014;11;8;99;31843275 81991555
2013;6;14;99;32326836 81372667
2014;10;10;99;27730092 83216459
2014;9;31;99;77
2013;5;16;99;77
2013;4;16;99;77
2013;12;18;99;29110273 84593181
2013;5;16;99;77
2014;11;28;99;31792751 84688993
2014;10;13;99;29137124 84616376
2014;11;26;99;77
2014;5;5;99;25438132 82437707
2014;10;17;99;77
2013;3;14;99;28883484 81481306
2014;7;24;99;77
2013;4;16;99;31226682 82786103
2014;1;5;99;27651590 82616025
2013;1;24;99;77
2014;3;18;99;77
2013;10;29;99;32113720 84623141
2013;3;7;99;30456566 82401014
2013;3;11;99;27723777 81000268
2013;10;29;99;28882184 82605006
2014;7;29;99;30752526 82723294
2013;11;6;99;02/07/2014
2014;10;13;14,4;77
2013;1;17;99;77
2013;10;26;99;77
2013;11;8;99;28505464 81455741
2013;11;10;99;31145906 81352277
2013;8;2;99;31320586 87363358
2013;2;20;99;77
2013;12;7;99;77
2013;4;12;99;31116308 84595519
2013;5;17;99;77
2013;9;4;99;30133879 83625582
2013;10;26;99;29005086 80954213
2014;7;2;11,3;29559231 83065564
2014;12;22;99;32522267 83473411
2014;8;23;99;30357514 83509852
2013;6;28;99;77
2013;4;20;99;30782213 82720295
2014;7;11;99;33928630 88171675
2014;4;15;99;30379985 82720503
2014;5;11;99;77
2014;11;13;99;28743006 82945809
2013;4;23;21,1;77
2014;9;18;99;30948645 83162613
2013;10;27;99;31282156 82067046
2014;6;6;99;33287442 88050401
2014;6;17;99;77
2013;1;2;99;31384515 87054520
2013;8;17;99;77
2013;8;13;99;77
2013;7;19;99;30871551 82471849
2013;11;19;99;29624184 81847819
2014;4;3;99;25424658 81856396
2013;1;28;99;30026380 80929023
2013;10;2;99;77
2014;10;5;99;31365841 83311508
2013;5;22;99;27772337 82618795
2014;12;29;99;29532034 82475001
2013;3;29;99;77
2014;9;22;99;29353751 80935078
2014;11;15;99;28590570 82129926
2014;9;13;99;32902222 84614335
2014;2;20;99;32026718 85306177
2014;6;14;14,3;33397121 88047146
2013;1;11;99;32321903 89276137
2013;1;20;99;27717565 84531329
2014;4;17;99;77
2014;10;29;99;30344843 84585449
2013;9;19;99;28470231 82666616
2013;3;18;99;77
2013;9;23;99;30128073 81136800
2013;2;27;99;77
2013;12;29;9,35;28911632 82564801
2013;10;18;99;31116278 82223989
2014;11;19;99;77
2013;11;10;99;30503165 83434222
2013;10;29;99;29148288 82294873
2013;10;15;99;77
2014;4;12;99;77
2013;6;20;99;77
2013;12;21;99;31201717 84815427
2013;10;23;99;27517071 75165169
2013;11;29;99;32319757 85586322
2014;10;22;99;29721660 81689435
2013;10;24;99;31516828 86195546
2014;4;17;99;77
2013;7;3;99;30819338 85240786
2013;8;6;99;34601327 84977747
2014;8;24;99;28856469 83927591
2014;8;6;99;427168.025, 4580533.457
2014;7;4;99;29012319 84429640
2013;4;19;99;77
2014;10;26;99;77
2014;9;4;99;77
2014;1;24;99;77
2013;11;12;99;77
2014;2;8;99;30499943 83042259
2014;6;15;99;30048439 84441787
2013;2;11;99;27895786 79659928
2014;7;1;99;28822420 82912134
2014;6;6;99;77
2013;7;9;99;29529639 83244774
2013;12;12;99;27193180 82500285
2014;8;15;99;77
2014;1;25;99;32987763 83755892
2013;1;24;99;27039005 82642241
2013;1;28;99;29444619 81644123
2013;11;2;99;31619256 85816553
2014;11;10;99;31255772 83811434
2013;2;19;99;77
2013;3;17;99;77
2014;3;27;99;32116085 88493760
2013;6;16;99;32610616 87462097
2014;3;2;99;30979065 82947538
2013;2;25;99;77
2013;7;26;99;26777151 84625916
2014;2;24;99;28803741 80836656
2014;1;5;99;426652.243, 4580869.664
2014;6;4;99;31661675 84556772
2013;5;13;99;27712239 76721525
2014;6;4;99;77
2014;10;14;99;31690714 83935097
2014;9;21;99;31384154 83543230
2014;9;27;99;31089562 83590652
2014;12;23;99;77
2014;12;28;99;29703386 80940036
2014;12;4;99;29822324 82202658
2013;4;8;99;33834231 85918676
2014;4;30;99;32470845 88974096
2014;3;27;99;28534429 82884366
2014;5;13;99;426817.310, 4580857.530
2013;4;27;99;77
2014;7;12;99;29930014 82947573
2013;6;1;99;31241682 87053235
2013;8;5;99;77
2013;7;13;99;77
2013;10;20;99;28581202 83192795
2014;9;19;99;426018.773, 4579034.459
2014;6;21;99;32169422 86290934
2014;10;29;99;30978164 88100728
2014;4;12;99;33974634 84662255
2013;6;11;99;26293268 82168325
2013;6;19;99;29232358 81234333
2014;12;12;99;31446211 88771619
2014;4;3;99;27723413 80003485
2013;3;22;99;30416894 83139591
2013;6;21;99;32838239 82221383
2013;8;20;99;28488223 82872126
2013;4;31;99;32515699 89628056
2014;5;27;99;33167080 83184372
2014;7;31;99;77
2014;6;20;99;28960547 80903599
2013;3;11;99;28863704 83014017
2014;3;25;99;29172428 83484040
2014;8;16;99;29129192 83787263
2013;12;23;99;30220341 83148825
2013;5;18;99;32308779 89216508
2013;5;15;99;77
2013;9;11;99;29784153 83093827
2013;10;11;99;30077840 80531312
2014;10;28;99;33000643 85079539
2013;1;14;99;77
2013;8;26;99;29082100 82228047
2013;7;2;99;30102643 82088941
2014;4;5;99;77
2013;7;8;99;31358352 86872627
2014;11;10;99;77
2013;11;2;99;77
2014;9;21;99;27448619 82196159
2014;5;5;99;31302492 85916013
2013;9;18;99;27956779 82708648
2013;5;11;99;77
2014;2;11;99;26785656 82316022
2013;5;30;99;27734181 82351247
2014;7;30;99;28692621 84354142
2013;7;4;99;425678.416, 4577709.576
2013;11;28;99;31570065 83670358
2013;8;5;99;28205715 83350022
2014;12;29;99;31227043 83159321
2014;9;23;99;28620883 84328031
2014;6;13;99;77
2013;10;19;99;32078352 81702310
2013;9;30;99;77
2013;6;7;9,05;27703612 83199400
2013;2;19;99;77
2014;2;23;99;77
2013;8;24;99;31920252 83127597
2014;10;30;99;77
2013;10;7;99;32160823 88568817
2014;8;24;99;77
2013;1;7;99;33267477 86560301
2013;6;22;99;28678904 81278598
2013;7;3;99;32715320 83490929
2014;6;28;99;77
2014;5;12;99;28643287 82351467
2013;1;3;99;77
2014;7;21;99;77
2014;7;25;99;29545962 83248047
2014;11;20;99;27875859 80998433
2013;2;6;99;31120913 81948920
2014;4;29;99;77
2013;7;31;99;31951072 86165929
2014;6;28;99;77
2014;2;28;99;28848788 80858857
2014;4;14;99;30814070 88491899
2014;5;9;99;31951396 87779738
2014;5;6;99;426051.979, 4580559.503
