Any;mes;dia;C_HORA_TRUCADA;D_COORD_GEO_IMPACTE
2013;10;19;99;77
2013;6;16;99;77
2014;5;3;99;30847177 80906682
2013;10;11;99;30781919 83143046
2014;3;10;99;30791648 86819909
2014;4;13;99;77
2013;1;29;99;31092071 84380104
2013;2;1;99;28532420 86744174
2014;9;14;99;77
2013;3;29;99;27324307 81171560
2014;1;3;99;425095.416, 4579481.416
2014;10;4;99;32679451 85372059
2013;4;16;99;28107488 81862466
2013;2;14;99;77
2014;10;5;99;28930354 80491606
2013;9;25;99;27956190 82715466
2014;1;3;99;31669467 86189005
2014;6;28;99;77
2013;4;7;99;77
2014;10;28;99;425611.854, 4580542.034
2013;8;17;99;32460860 84803173
2014;10;6;99;30712170 80594356
2014;2;26;99;77
2013;11;24;99;77
2013;6;3;99;30248462 82223403
2014;2;9;99;32164494 86281628
2014;10;19;99;427239.791, 4579637.163
2014;4;5;99;77
2013;11;21;99;30798776 84278025
2014;7;4;99;27993194 84724021
2014;7;28;99;28742408 82969062
2013;12;19;99;425211.375, 4579153.182
2014;5;22;99;77
2013;4;2;99;31992108 85527134
2014;1;5;99;32783280 82805710
2014;9;18;99;77
2013;7;9;99;26268275 84240465
2014;9;28;99;29641177 84576776
2013;10;24;99;30276681 82844912
2013;10;24;99;30985535 81102289
2014;5;30;99;29060315 84013598
2013;11;27;99;29443991 83754127
2014;1;27;99;33447748 82903794
2013;9;2;99;29056100 81453122
2013;2;11;99;77
2014;7;16;99;28757871 78094370
2013;9;11;99;29310597 81785393
2013;1;23;99;30568450 82521659
2013;4;6;99;77
2014;3;8;99;27614144 82133234
2013;12;24;99;30892709 82361292
2013;12;12;99;29330787 82913514
2014;7;27;99;33353211 85879402
2014;1;15;99;33268470 83655424
2014;1;28;99;30214641 84083342
2013;4;11;99;426199.850, 4580837.866
2014;11;26;99;33981492 87939004
2013;4;17;99;27399578 80896233
2014;6;29;99;27671686 83173045
2014;4;7;99;77
2013;4;28;99;77
2013;9;26;99;28650621 80968127
2014;11;5;99;28706843 80960965
2013;12;13;99;33374213 82837513
2013;7;19;99;77
2014;5;13;99;29672305 84950688
2013;8;24;99;77
2013;3;19;99;29482419 88863082
2014;7;2;9,2;30139841 85552743
2014;4;8;99;31675062 81550220
2013;9;8;99;27639053 77898771
2013;4;1;99;77
2014;11;2;99;32177830 88627655
2013;6;31;99;28457298 83580003
2013;5;4;99;27988057 83567022
2014;7;13;99;28461472 77237155
2013;2;18;99;28866166 83827599
2013;8;19;99;31198781 85865138
2013;6;10;99;28964677 80465599
2014;4;21;99;32905079 82343098
2013;5;23;99;77
2014;9;25;99;77
2013;9;30;99;30243077 81009424
2013;11;24;99;28710884 83599806
2013;12;27;99;26906761 82145224
2013;6;12;99;29315833 78338531
2014;5;23;99;425778.139, 4578880.197
2013;2;19;99;77
2013;6;14;99;30421278 88295826
2013;5;24;99;31118632 87923659
2013;6;25;99;77
2014;1;22;99;27183824 81771080
2014;3;8;12,42;30781960 83517317
2014;3;30;99;29033638 82251079
2013;12;28;99;77
2013;9;4;99;77
2013;5;19;99;31920252 83127597
2013;9;8;99;77
2013;8;11;99;30425387 84289515
2013;11;17;99;30407320 82203560
2014;7;7;99;28894624 83593690
2014;4;5;99;29252834 81458389
2013;8;19;9,3;32829568 89329266
2014;1;8;99;30376393 82981143
2014;8;26;99;77
2014;7;22;99;29592272 80925851
2014;2;30;99;77
2013;10;4;99;31093237 83052200
2013;9;29;99;77
2014;12;10;99;28901510 83677273
2014;4;31;99;30004242 85261718
2014;7;2;99;30723844 83618835
2013;4;14;99;30734757 79748285
2013;7;11;18,46;31447330 84913117
2014;12;6;99;31358549 86873037
2013;9;20;99;32213261 88761959
2013;6;4;99;28185464 77790079
2014;8;15;99;31624543 85809078
2014;6;18;99;29050143 83811628
2013;11;18;99;77
2013;1;29;99;31802736 81730641
2014;5;18;99;77
2014;7;17;99;77
2014;7;14;99;77
2013;12;14;99;31461643 83400711
2013;1;22;99;77
2014;6;26;99;29720698 86506995
2013;5;12;99;32054194 86049513
2013;1;28;99;77
2014;6;27;99;28914965 82811897
2013;2;28;99;28984267 81871455
2013;2;31;99;30617452 85446692
2013;12;6;99;32304942 84210505
2014;3;5;99;31687398 81549369
2014;6;17;99;31181650 84840678
2014;5;3;99;31089280 84007924
2013;5;17;99;27796082 83486043
2014;3;3;99;77
2014;4;30;99;27366872 85164308
2014;5;2;99;29056389 82193526
2013;7;9;99;77
2013;5;14;99;28385227 86372865
2014;1;17;99;31275033 86472206
2014;12;24;99;31720631 81620404
2013;6;5;99;32629240 89244020
2013;3;12;99;28047203 79345233
2013;6;11;99;77
2014;9;25;99;32627824 83964873
2014;5;19;99;77
2013;5;10;99;29722788 82891980
2013;2;30;99;28702022 84355955
2013;8;15;99;77
2013;9;2;99;29147550 81720704
2013;8;20;99;426388.510, 4580903.041
2013;6;30;99;28979907 82682334
2013;9;26;99;31278313 83999371
2013;7;3;99;30340037 82707416
2013;3;29;99;31762301 82358127
2014;5;26;99;30184608 82928169
2013;12;19;99;77
2014;2;8;99;30535564 82711616
2013;6;31;99;29314294 87974579
2014;10;5;99;32888667 83288177
2014;4;15;99;30385404 81974269
2013;11;4;99;31581815 85427226
2014;11;28;99;31534007 84246763
2014;12;25;99;29405520 84416584
2013;3;4;99;29355805 82692160
2014;7;16;99;27565317 82573223
2014;3;14;99;77
2014;2;25;99;77
2013;4;22;99;77
2014;10;30;99;29008475 83792852
2014;11;25;99;77
2013;12;25;99;32833633 82221826
2013;10;24;99;32766363 82242828
2014;7;7;99;77
2014;10;10;99;29491490 82126029
2014;12;16;99;30295164 83452740
2013;1;25;99;77
2014;8;19;99;32595771 82631785
2013;7;25;99;77
2014;11;2;99;77
2013;4;17;99;425234.642, 4581316.310
2014;3;5;99;31446761 88494759
2014;7;18;99;32353440 84544812
2013;7;4;99;28515377 80709152
2014;11;11;99;33977266 85859087
2013;7;18;99;28338349 84242275
2013;11;6;99;28492719 80520619
2013;1;14;99;32284432 81658471
2013;12;6;99;77
2014;11;15;99;29373656 81522729
2013;7;20;99;27706965 78563566
2013;10;7;99;28848032 83436816
2013;2;26;99;33392849 85272134
2013;10;7;99;32334546 87879393
2014;3;20;99;30560717 82543196
2013;4;7;99;28882557 84893871
2014;7;5;99;30780514 82749026
2013;9;27;99;31337664 84307338
2013;8;17;99;25599260 82471230
2014;1;10;99;27877155 83567259
2014;5;14;99;31617947 85978306
2014;10;26;99;28252823 84230901
2013;11;21;99;32331385 89302412
2014;9;14;99;30978563 83889181
2013;12;22;99;77
2013;12;24;99;77
2014;8;5;99;30562637 82547002
2013;9;10;99;28393362 82691842
2013;2;6;99;77
2014;12;28;99;77
2014;11;26;99;77
2014;7;17;99;26324200 83513162
2013;10;23;14,55;32124004 84648904
2013;12;13;99;77
2014;7;2;99;27176660 81768640
2014;7;20;99;32852665 82298454
2014;2;26;99;77
2014;8;22;99;27742681 83475387
2013;4;14;99;28699351 87243887
2013;12;20;99;29747019 81338209
2013;4;19;99;28885080 84761375
2014;7;13;99;27922848 84160424
2014;10;24;99;27962528 84219923
2013;10;19;99;29428136 83779786
2013;3;22;18,15;77
2014;1;21;99;29445539 82211471
2013;5;21;99;28783876 77830925
2013;2;6;99;29044500 83004278
2013;7;22;99;30891548 83427065
2014;12;26;99;77
2014;8;19;99;77
2013;6;16;99;30024474 83120317
2013;4;27;99;28354730 84246543
2013;2;23;18,05;30251818 82138014
2013;2;4;99;34599824 84600985
2013;9;28;99;31056183 81809206
2013;6;13;99;30605408 82479308
2014;7;1;99;31566716 84468623
2014;2;8;99;28667041 81120434
2014;9;29;99;34175620 83858251
2013;4;25;99;77
2014;2;2;99;28143137 86261108
2014;2;4;99;29654494 82216330
2014;1;11;99;77
2014;11;16;99;32226072 83382938
2013;7;8;99;31001474 82533605
2014;12;15;99;30513818 81319509
2013;12;1;99;28521859 86727040
2013;9;2;99;32080004 84149734
2014;8;15;99;27442549 84301598
2014;10;4;99;28134766 84385133
2014;12;14;99;32219068 83016004
2013;6;13;99;27062916 84903246
2014;11;2;99;77
2014;9;2;99;29579659 88015763
2014;8;19;99;30275201 82821946
2014;8;13;99;77
2013;11;16;99;33187577 84890965
2014;3;30;99;28696308 87181376
2013;1;12;99;424974.598, 4581016.145
2014;11;25;99;28485692 82660615
2014;11;20;99;29366808 84725142
2014;6;19;99;27516325 80483403
2014;6;15;99;32772646 83401068
2013;1;19;99;77
2013;12;23;99;29957263 82898358
2013;5;28;99;30218951 82776488
2013;1;4;99;32633185 84545106
2013;4;26;99;28610378 85191077
2014;9;15;99;77
2013;7;28;99;26957434 82885966
2013;12;24;99;27054422 84879210
2013;1;15;99;27699339 79696145
2013;10;8;99;77
2013;1;26;99;77
2014;12;15;99;77
2014;7;21;99;77
2013;1;15;99;77
2014;6;26;99;33890240 86272741
2014;9;11;99;28279197 86081871
2013;7;5;99;28475099 85120803
2014;7;5;13,45;27810114 79793045
2013;9;17;99;31832143 87054695
2013;2;18;99;77
2013;7;18;99;77
2014;3;19;99;77
2014;6;27;99;77
2014;4;3;19;77
2013;9;8;99;28281480 84210850
2014;12;2;17,29;29760758 83317841
2014;4;1;99;31631058 82847561
2013;4;19;99;32705146 83675102
2014;12;15;99;29396925 86250389
2014;6;21;99;27807777 81702321
2014;8;31;99;33572539 83005661
2013;10;16;99;29522279 83222282
2013;1;20;99;30814398 83479985
2013;8;4;99;27192459 80876720
2013;10;28;99;29982011 81466003
2014;6;3;99;31187320 82159633
2014;10;18;99;31147434 80856639
2013;11;29;99;77
2013;11;9;99;27972967 80007679
2014;8;6;99;29648667 84920877
2013;10;26;99;29125569 87208972
2014;4;27;99;33353211 85879402
2014;7;26;99;31150228 86797260
2014;5;2;99;31156838 80862146
2013;6;14;99;77
2014;9;18;99;77
2014;12;26;99;33833015 85378500
2013;2;25;99;27196899 81781081
2013;12;22;99;77
2013;8;14;99;33394112 88053891
2014;1;5;99;77
2013;4;24;99;77
2014;3;7;99;77
2014;6;7;99;77
2013;6;22;99;29425849 83202431
2013;5;9;99;77
2013;4;4;99;29865779 78771317
2013;6;31;99;77
2014;1;17;99;31098451 87657839
2014;7;2;99;77
2013;3;13;99;77
2013;2;8;99;32358945 85993826
2013;3;3;99;30345299 84586085
2014;4;18;99;29263389 82397108
2014;3;10;99;77
2013;1;10;99;77
2013;5;17;99;34591971 84954650
2014;12;4;99;29448637 83197342
2013;7;11;99;31703942 83159449
2013;6;4;99;30700329 83584076
2013;6;13;99;30306050 83620112
2014;12;22;99;426932.866, 4580536.468
2014;8;19;99;77
2013;12;26;99;28783386 84454159
2014;10;26;99;32126955 83696283
2014;10;26;99;31943884 86841373
2013;10;24;99;426210.433, 4581048.823
2013;11;14;99;26356314 81601042
2013;4;5;99;77
2014;9;7;99;426517.190, 4578337.481
2013;11;12;99;30757233 80902488
2014;4;24;99;77
2014;10;23;99;33846946 86130472
2014;6;18;99;427107.038, 4579094.802
2013;10;29;99;28533744 82933922
2013;12;11;99;29266824 81839315
2014;10;16;99;77
2014;7;27;99;31617800 84144754
2014;12;17;99;77
2013;3;22;99;32127978 82876270
2013;2;11;99;425953.305,4577854.161
2013;3;21;99;426822.179, 4577972.289
2013;8;12;99;77
2014;7;31;99;77
2013;7;30;99;33478682 84033523
2013;4;22;99;31056183 81809206
2013;9;18;99;32991651 88399288
2014;3;8;99;31475443 83998147
2014;3;6;99;77
2013;3;17;99;426623.089, 4580418.714
2014;9;8;99;30693725 82633238
2013;12;13;99;77
2013;6;20;99;28812304 80793763
2014;2;14;99;77
2013;2;20;99;32116763 84627072
2013;9;26;99;32988611 83755479
2013;3;23;99;31911354 88862049
2013;7;19;99;32472928 84390517
2013;3;2;99;77
2014;3;28;99;77
2014;9;14;99;29379351 81957431
2014;6;16;99;77
2014;12;28;99;33294312 86530826
2014;11;6;99;77
2014;12;30;99;77
2013;1;3;99;31243315 80814022
2014;6;24;99;27332672 83482213
2014;7;13;99;29041387 80950763
2013;7;14;99;29442387 82766650
2014;10;17;99;30509400 82847224
2013;7;8;99;30256189 82352310
2014;7;9;99;28155755 84136884
2014;10;30;99;77
2013;4;19;99;30471643 82421639
2013;8;20;99;77
2014;5;28;99;77
2014;1;25;99;27425710 81978996
2014;7;16;99;77
2014;12;12;99;31686963 85525305
2013;5;6;99;31288821 84761956
2014;7;1;99;27560130 77541125
2014;9;10;99;28231247 86455900
2013;9;3;99;32026883 82658405
2014;2;6;99;32312864 84096777
2014;4;24;99;32436977 84136779
2014;11;6;99;426432.425, 4578397.368
2013;11;19;99;31838313 83777824
2013;10;30;99;33626143 84205498
2013;1;14;99;77
2014;3;5;99;25862976 82027893
2013;4;25;99;30925065 80892691
2014;3;17;99;77
2013;6;14;99;32154847 83063199
2013;2;4;99;33271695 84777985
2014;5;17;99;77
2013;1;25;99;31590966 85609548
2013;12;20;99;31377794 80894689
2013;10;25;99;29590835 87021706
2014;12;1;99;29724207 88100526
2014;5;4;99;31441491 81898191
2013;3;10;99;77
2013;12;15;99;29444619 81644123
2013;11;20;99;77
2014;2;3;99;31500988 81240096
2013;1;21;99;426847.984, 4580603.592
2014;11;4;99;77
2013;6;30;99;77
2014;12;25;99;30287272 82850129
2014;11;20;99;32229352 84143243
2014;1;24;99;77
2013;1;19;99;77
2013;1;16;99;30945587 85716651
2014;5;18;99;77
2014;5;18;99;29666318 81984913
2014;12;29;99;27912247 85495161
2013;6;29;99;32707556 82317215
2014;12;5;99;26119523 82117617
2014;6;19;99;27545324 83031101
2013;5;27;99;29443205 81445286
2013;12;27;99;77
2013;5;9;99;26992955 84889288
2013;4;6;99;30798438 88481788
2014;6;2;99;30952267 83306842
2014;3;15;99;77
2013;10;17;99;29279370 83512382
2013;7;24;99;30403717 83526523
2013;10;23;99;77
2014;12;12;99;30804138 84663710
2014;9;28;99;31723206 81594702
2013;7;7;99;30986948 82552678
2014;7;11;99;77
2014;4;29;99;32333744 89428271
2014;7;6;99;31825318 84716299
2013;1;11;99;29350304 84499295
2014;6;21;99;29080789 78472802
2014;7;29;99;30872568 83229990
2013;12;30;99;77
2014;10;18;99;77
2014;12;27;99;30944771 83673271
2014;5;3;19,07;32234282 87118602
2013;4;19;99;77
2013;3;25;99;77
2013;4;29;99;77
2014;11;14;99;29434186 83184375
2013;9;10;99;29840786 83317651
2013;9;19;99;32411342 89075669
2013;11;20;99;27204268 82470345
2014;3;10;99;29516741 83670660
2013;9;16;99;77
2014;6;30;99;425155.649, 4578308.273
2014;7;26;99;33276715 85753786
2013;7;28;99;27639053 77898771
2014;9;23;99;32152260 84641412
2014;1;15;99;77
2013;9;2;99;77
2014;12;10;99;32266091 80966279
2013;12;19;99;77
2013;9;20;99;30083752 80759450
2014;5;26;99;77
2013;11;25;99;33521466 85446403
2013;5;5;99;28559375 82875102
2013;10;27;99;30410357 81426082
2014;8;27;99;77
2013;8;19;99;77
2014;1;27;99;31267270 83994176
2013;5;7;99;31992818 86740655
2013;7;7;99;30081911 86978892
2014;3;13;99;29337245 87376375
2014;6;14;99;30711743 82369124
2013;1;19;99;77
2014;12;8;99;77
2014;10;9;99;31502430 82782273
2013;4;29;99;32256298 88924507
2014;4;5;99;32312164 86347802
2014;5;21;99;424758.250, 4579966.727
2014;3;5;99;29013356 80506339
2014;1;4;99;34020540 85888761
2013;1;19;99;33178531 89157314
2013;4;26;99;77
2013;9;18;99;77
2014;11;27;99;29538966 81737963
2014;1;7;99;77
2013;11;25;99;424852.445, 4580191.590
2014;3;26;99;30831782 81811221
2013;10;4;99;77
2014;9;24;99;31632175 83581648
2013;2;7;99;77
2013;11;8;99;77
2014;2;12;99;32149948 85219016
2014;3;2;99;77
2014;6;15;99;29250817 86506162
2013;3;28;99;77
2013;12;13;99;77
2014;4;6;99;31423635 81910676
2014;12;14;99;27111709 82377067
2014;3;11;99;77
2013;5;5;99;30602788 81655013
2013;9;21;99;28439729 79106743
2013;11;29;99;77
2014;10;24;99;29607168 81093367
2014;1;8;99;29746274 83061017
2014;9;5;99;29436987 80727823
2014;1;11;99;31736549 83688906
2013;12;31;99;34100937 83635867
2014;8;12;99;77
2013;10;23;99;77
2013;2;1;99;26974181 81592563
2013;10;23;99;29856439 82793900
2013;6;26;99;31759778 83711549
2013;10;25;99;425232.944, 4581319.084
2013;8;14;22,15;28104438 82518539
2014;7;8;99;30686794 83580932
2013;8;27;99;30297972 82270768
2013;4;2;99;426570.485, 4579326.010
2014;11;18;99;31755442 88055816
2013;4;28;99;32238276 84042060
2013;11;30;99;77
2013;12;15;99;30894526 83426007
2013;10;3;99;30822691 83291715
2014;5;5;99;26010359 82073856
2014;4;15;99;77
2013;5;20;99;77
2014;4;13;99;31956416 83857947
2014;7;10;99;33228410 83328821
2014;6;17;99;30855056 82681313
2013;1;2;99;33176572 82492660
2014;4;1;99;77
2013;10;23;99;77
2014;10;9;99;77
2013;1;20;99;31247877 80816227
2013;7;27;99;32312716 84090695
2013;5;2;99;77
2014;11;21;99;33468619 84603184
2013;12;3;99;30488265 83787706
2013;12;11;99;33848141 84790712
2014;5;29;99;30586654 86900792
2014;6;2;99;29303523 80934208
2013;8;28;99;27596989 83487092
2013;3;9;99;32838513 85530029
2014;2;23;99;27729315 85301859
2013;9;20;9,1;25213917 81820528
2013;4;5;99;30611305 82941478
2013;7;29;99;77
2014;1;13;99;31607195 85517032
2014;10;15;99;77
2014;6;10;99;30837517 85247593
2013;12;27;99;32518960 87785832
2014;3;26;99;77
2013;1;26;99;32318708 89276007
2014;4;6;99;27617538 83092744
2014;9;24;99;77
2013;2;4;99;30137006 85617635
2014;6;7;99;32691959 88905813
2013;5;29;99;77
2014;2;18;99;77
2014;7;22;99;28952218 81761621
2014;2;16;99;26080906 83910460
2013;10;10;99;33734378 83085604
2014;10;29;99;32225190 85876395
2013;7;25;99;77
2014;12;22;99;77
2014;6;2;99;28562407 84048228
2013;7;13;99;32502752 86145183
2013;1;6;99;32619799 87243052
2014;2;24;99;28281480 84210850
2013;7;11;16,1;28690076 87127141
2014;5;13;99;33362277 83375521
2014;3;29;99;425469.755, 4578630.477
2014;4;15;99;26238907 82220028
2013;1;27;99;31568484 86960353
2014;2;28;99;77
2014;4;30;99;29104987 80005239
2014;3;13;99;34449564 84052952
2014;12;7;99;77
2014;2;16;99;77
2014;7;29;99;77
2014;1;18;99;29485240 80899880
2013;11;29;99;27442549 84301598
2014;12;6;99;31283432 84187104
2013;7;28;99;30581809 82578692
2013;11;22;99;28997687 82708968
2014;2;15;99;29751379 81711548
2014;9;15;99;77
2014;2;14;99;30389688 81977337
2013;9;12;99;29839190 88107186
2014;7;11;99;28104438 82518539
2013;6;9;99;30450315 85043597
2013;10;22;99;31191641 86542949
2013;5;10;99;77
2013;1;12;99;77
2013;11;5;99;27104986 82148475
2013;8;9;99;32857262 82365014
2014;7;11;99;27977471 83874774
2014;11;5;11,4;29932604 81143126
2013;2;20;7;27763832 81001439
2013;11;19;99;31408206 83860359
2013;2;26;99;31939700 87740109
2014;1;14;99;31338608 82164739
2013;4;7;99;30094760 83407683
2014;9;11;99;30214932 83523807
2014;1;25;99;28235915 81540200
2014;12;17;99;77
2013;6;10;99;31832778 87022583
2013;5;22;99;31282211 83992494
2014;5;22;99;30729280 83269696
2013;1;6;99;28301372 86133541
2013;2;13;99;28579018 81362631
2013;6;20;99;77
2014;4;12;99;28387097 84100780
2014;4;16;99;27881392 80994959
2014;11;25;99;77
2014;9;30;99;31897680 85913327
2013;9;7;99;77
2013;4;28;99;32726940 88915347
2013;4;16;99;77
2014;2;13;99;31687398 81549369
2014;1;27;99;77
2013;3;19;99;31079250 84576555
2013;10;22;99;31676355 81664437
2013;12;14;99;29927032 83227560
2014;6;8;99;30548170 82533819
2013;11;24;99;30304306 82806639
2014;11;31;99;77
2014;8;25;99;77
2013;3;20;99;77
2014;1;9;99;32207961 81246233
2014;7;7;99;27225100 82441213
2013;12;17;99;30978164 88100728
2014;9;10;99;77
2014;7;19;99;29670557 84936661
2014;5;12;99;425283.421, 4578694.067
2013;11;21;99;33950809 85838505
2014;3;7;99;29640733 82218555
2014;10;5;99;31234680 80863450
2013;4;14;99;77
2014;2;7;99;30149845 82949151
2013;6;2;99;77
2013;7;16;99;33164665 84915798
2014;4;18;99;32889423 85189388
2014;10;17;5,25;30433232 79353553
2014;10;21;99;27988252 82719859
2013;10;18;99;26605094 83636703
2013;7;11;99;25900312 81121237
2014;11;12;99;31991577 84697521
2013;6;7;99;31964688 81810078
2014;2;17;99;27246028 82482597
2014;3;20;99;29666318 81984913
2014;5;24;7,11;77
2014;12;20;99;30792875 82751160
2014;2;12;9,5;25587477 81898091
2013;9;26;99;26423796 84305808
2014;7;24;99;77
2014;7;22;99;31811158 87078437
2013;2;2;99;77
2013;4;26;99;77
2013;12;17;99;28410475 82131222
2014;2;17;99;77
2013;2;27;99;27821798 79814474
2013;5;7;99;77
2014;7;30;99;77
2014;1;25;99;26177670 82097072
2014;7;25;99;31743689 86175671
2014;9;19;99;27530638 80465538
2013;1;15;99;32411695 85107438
2013;7;25;99;28610721 81929484
2014;5;18;99;30388077 87615656
2014;11;24;99;77
2014;7;28;17,2;28685655 81269239
2013;2;17;99;29555926 83067844
2014;3;25;99;27830951 79794543
2013;9;8;99;426817.150, 4580042.997
2014;9;13;99;30803029 88006597
2013;9;26;99;32321193 85773821
2014;7;13;9,45;27655454 82007774
2013;5;22;99;30937007 86648735
2014;9;16;99;29199885 81780855
2013;6;11;99;26701902 84509448
2014;6;14;99;32471139 89106179
2014;5;11;99;77
2013;5;14;99;33851886 84216708
2014;11;10;8,2;29132075 83117027
2014;1;25;99;27140565 82257722
2014;7;18;99;77
2013;5;2;99;31328740 87191200
2013;2;25;99;28175236 83485979
2014;11;19;99;77
2014;5;27;99;77
2014;9;21;99;77
2013;7;11;99;28387032 86376812
2014;4;1;99;31079098 83992603
2013;12;14;99;27570610 83125853
2013;8;6;99;30552211 84747396
2013;3;21;99;77
2014;7;3;99;77
2014;10;23;99;29569809 86490564
2013;12;31;99;30270739 82216755
2014;7;25;99;77
2013;3;10;99;29539887 82152569
2014;5;12;99;29413251 83182389
2014;3;1;99;30743410 84599738
2014;4;12;99;77
2013;4;14;99;32145141 85030814
2013;7;28;99;77
2013;8;23;99;77
2014;12;14;99;28848648 80855085
2014;4;11;99;30021341 83102766
2013;10;13;11,2;77
2014;1;8;99;77
2013;8;28;99;77
2013;6;13;99;29307605 83540796
2014;9;11;99;77
2013;8;26;99;32995874 88393252
2014;10;4;99;31153683 80547611
2014;5;26;10,5;30518744 79433680
2013;2;8;99;31062675 84222115
2013;3;21;99;31247744 86575331
2014;11;11;99;27816871 75816187
2014;3;29;99;77
2014;3;25;99;77
2013;6;20;99;33214973 84861276
2013;3;27;99;77
2013;7;5;99;31068743 80594944
2013;12;24;99;77
2013;10;10;99;27552623 84384843
2014;2;10;99;28413340 86471484
2014;8;8;99;77
2013;8;9;99;28911357 80985969
2013;1;3;99;77
2014;11;16;99;27944943 82711404
2014;2;3;99;424564.148, 4579673.214
2013;7;8;99;29083472 83978666
2013;11;12;99;77
2013;5;14;99;27802976 82258366
2013;5;6;99;29054532 82426884
2014;7;16;99;31869250 86870289
2014;3;7;99;28344533 84174051
2013;11;11;99;29791056 83290987
2013;3;22;99;77
2014;7;24;99;33071943 85003156
2013;4;22;99;77
2013;5;18;99;33031278 82458100
2013;12;27;99;29678527 81666575
2013;12;4;99;77
2013;3;18;99;28789308 82689607
2014;9;3;99;29364850 79503462
2014;9;25;99;29293067 86396506
2014;12;4;99;29650077 82576289
2014;4;18;99;30674368 83612686
2013;5;1;99;26072037 83953733
2013;1;24;99;30778085 87073406
2013;4;23;19,55;77
2013;4;7;99;32210748 85099508
2013;6;9;99;424668.156, 4579450.840
2014;4;30;99;27834619 81087166
2014;9;6;99;27506546 84323260
2014;5;11;99;426196.101, 4580093.181
2014;3;18;99;77
2014;3;18;99;77
2014;3;23;99;77
2013;5;10;99;28332709 86270568
2013;3;27;99;29263389 82397108
2013;6;30;99;30319981 83048180
2013;11;23;99;29930610 80540094
2014;7;5;99;32987879 83004643
2013;11;27;99;31729699 82227142
2013;12;4;99;26329785 84226703
2013;3;20;99;30647416 86740437
2014;2;22;99;29702752 80938606
2013;10;21;99;77
2014;5;8;99;77
2014;7;30;99;31447100 84197286
2014;3;28;99;32147253 85419854
2013;1;30;99;31841490 84359079
2014;3;18;99;32510444 85420379
2013;4;6;99;77
2014;6;23;99;31609323 81730257
2014;7;12;99;30768532 81544397
2013;3;29;99;77
2014;9;26;99;77
2014;2;4;99;77
2014;2;1;13,2;28530692 86737784
2013;1;7;99;30487840 82876391
2013;6;30;99;425261.403, 4580965.748
2013;10;16;99;29619619 82749279
2014;6;23;99;32039114 84548801
2014;3;17;99;32363249 87183312
2014;8;24;99;28904776 86691813
2014;10;25;99;77
2013;4;13;99;32689964 82125523
2014;1;31;99;27048608 83220235
2014;3;21;99;427593.624, 4579596.415
2014;11;22;99;77
2014;2;21;99;30350501 83196796
2014;3;9;99;26631127 77093427
2014;6;17;99;27627020 83481227
2013;10;3;99;34030412 87647164
2013;5;18;99;77
2014;2;3;99;77
2013;9;31;99;34599824 84600985
2013;12;28;99;32983423 83006221
2013;3;28;99;29327890 86333015
2014;10;18;99;77
2013;1;27;99;27190372 82499105
2014;11;3;99;29733599 86708194
2014;7;5;99;77
2013;9;2;99;77
2014;6;3;99;32908801 84615058
2013;9;16;99;30793478 82746654
2013;11;4;99;32125761 83693797
2014;5;23;12,45;29532161 80945725
2013;10;26;99;27898099 83879606
2014;12;13;99;29397165 88002486
2014;7;6;99;29126887 84570936
2014;6;6;99;77
2014;10;27;14,5;30333828 82043200
2013;12;15;99;27975367 79980760
2014;1;25;99;32161963 83076981
2014;4;14;99;77
2013;11;10;99;29530873 87089042
2014;12;28;99;77
2013;12;13;99;31059762 87066825
2013;11;22;99;33843259 85970385
2014;5;23;99;30818755 84493261
2014;12;31;99;33335812 85885556
2014;7;23;99;29415576 82059574
2014;6;9;99;77
2014;1;24;99;77
2014;10;8;99;77
2013;6;13;99;33502414 88459204
2013;1;8;99;28600534 82319038
2013;10;2;99;30548489 82286159
2013;11;17;99;31507091 87047489
2014;11;14;99;31950172 83854785
2014;3;17;99;27197784 84127726
2013;5;26;99;77
2013;5;12;99;77
2014;6;25;99;29252002 81257529
2013;4;21;99;77
2014;4;28;99;28085796 81894233
2013;10;30;99;29906573 82653805
2013;6;5;99;77
2013;10;6;99;77
2014;7;27;99;33363577 85287890
2013;1;18;99;77
2014;7;9;99;77
2013;4;31;20,4;77
2014;7;22;99;31123463 84341160
2013;5;22;99;77
2013;9;21;99;29063687 82762187
2013;4;3;99;77
2013;12;13;99;30837517 85247593
2013;7;7;99;32417720 88886337
2013;5;20;11,45;29399978 82529915
2013;10;5;99;30795654 83123708
2013;7;18;99;28514385 82654838
2013;3;8;99;28561015 79826698
2013;6;28;99;30878585 82667577
2014;10;28;99;77
2013;3;21;99;77
2013;4;8;99;26834788 84019471
2014;12;18;99;77
2014;6;5;99;32775006 81825333
2014;6;11;99;32924255 82311931
2013;3;5;7,44;31064093 84912755
2013;1;7;99;77
2013;12;14;99;31159905 80570108
2014;11;7;99;29832409 81817118
2014;12;28;99;426201.265, 4580665.719
2014;9;3;99;31378739 88081882
2014;4;25;99;29747019 81338209
2014;4;11;99;29109534 83945453
2013;1;1;99;29265975 83370340
2014;7;17;99;32865954 86308962
2013;3;29;99;28914926 81791967
2013;7;9;99;28456601 80807369
2013;1;17;99;33709409 88485602
2014;2;3;99;30258399 83468090
2013;9;16;99;77
2013;1;26;99;425426.502, 4581076.149
2014;9;7;99;31918144 82199825
2014;6;7;99;25128277 81983785
2013;5;4;99;30805661 88162704
2013;4;14;99;77
